,dc:identifier,schema:geo.schema:latitude,schema:geo.schema:longitude
0,14460,50.646001,1.837966
0,73474,50.725717,1.641988
0,60906,50.366235,1.665543
0,94005,50.72763,1.617565
0,92065,50.569459,1.592073
0,90115,50.525437,1.586247
0,59134,50.575404,1.577935
0,68193,50.454509,2.528238
0,89882,50.462812,1.985816
0,14814,50.647295,2.133209
0,56476,50.566176,1.580467
0,57239,50.382391,1.649086
0,92542,50.72536,1.615998
0,92089,50.708359,1.578234
0,14616,50.637491,2.212504
0,57175,50.957197,1.850957
0,80802,50.406243,1.560947
0,73458,50.732486,1.595298
0,72650,50.464778,1.761465
0,68194,50.301848,2.871383
0,57019,50.958143,1.849627
0,14326,50.632447,1.581309
0,89104,50.805355,1.823246
0,13874,50.778248,1.751406
0,90990,50.499095,1.620911
0,73969,50.399132,1.569497
0,56662,50.575399,1.611387
0,14609,50.782866,2.213695
0,96199,50.401335,1.650193
0,96352,50.405271,1.571685
0,73695,50.769397,1.608018
0,94317,50.372257,2.036047
0,14596,50.669243,2.165098
0,68447,50.52765,2.649211
0,14792,50.759571,2.274971
0,63976,50.868341,1.870481
0,76842,50.767931,1.700605
0,75360,50.913327,1.725713
0,13428,50.404198,2.30762
0,89830,50.408495,1.566082
0,13955,50.846592,1.783654
0,77817,50.553781,2.371629
0,79566,50.458,2.792709
0,60176,50.653046,2.18355
0,89247,50.399969,1.726558
0,54692,50.780316,1.666438
0,97342,50.574266,1.588753
0,14990,50.853961,1.976552
0,73749,50.638687,1.590139
0,80844,50.735281,1.594638
0,98209,50.483189,1.624834
0,70855,50.358637,2.087595
0,100073,50.94766,1.769636
0,89131,50.845987,1.812688
0,64559,50.532646,1.783431
0,68475,50.287358,2.769259
0,77031,50.427973,2.829773
0,92029,50.571436,1.577936
0,93140,50.229969,2.122158
0,103506,50.946641,1.962835
0,68479,50.32048,2.705844
0,72861,50.742771,1.759149
0,97765,50.482563,1.60016
0,89768,50.76848,1.611378
0,45206,50.530607,1.63311
0,73375,50.574867,1.602476
0,14339,50.63207,1.601066
0,68539,50.436377,2.556249
0,67917,50.887948,1.66939
0,60942,50.404346,1.572168
0,70665,50.979335,2.120613
0,94214,50.675428,1.897139
0,70299,50.851574,1.987661
0,68192,50.424741,2.586018
0,96276,50.416891,2.000722
0,57211,50.408748,1.627981
0,83758,50.508762,1.728155
0,14877,50.853899,1.969234
0,55071,50.513102,1.638794
0,62780,50.886644,2.093515
0,15467,50.533443,1.783856
0,94777,50.404479,1.563096
0,14801,50.772917,2.233291
0,80840,50.442991,2.819256
0,57235,50.77913,1.956121
0,64159,50.553781,2.371629
0,73533,50.769013,1.606727
0,94764,50.483928,1.747195
0,57173,50.963211,1.834778
0,14781,50.640573,2.125863
0,75776,50.765011,1.632099
0,15199,50.58493,1.978892
0,92237,50.313439,2.739963
0,90346,50.619761,2.018824
0,80227,50.631424,1.577895
0,82746,50.510933,1.589402
0,73496,50.713877,1.675735
0,14466,50.717113,1.769979
0,81324,50.520981,1.582337
0,77180,50.676976,1.644182
0,81510,50.505751,1.61745
0,60981,50.413515,1.563016
0,73738,50.690766,1.647063
0,90666,50.455564,1.676974
0,98503,50.388864,2.770878
0,13883,50.886588,1.663383
0,15430,50.532984,1.783681
0,63253,50.527653,2.637108
0,73690,50.770766,1.608238
0,71738,50.868738,1.91617
0,14437,50.71243,1.813636
0,76664,50.531912,2.096912
0,37000,50.992052,1.997428
0,73666,50.777369,1.612286
0,89726,50.725775,1.615972
0,93729,50.256712,2.977767
0,96880,50.617865,1.632593
0,56988,50.943597,1.837739
0,68308,50.347713,2.635587
0,80699,50.78201,1.610165
0,79393,50.409508,2.759191
0,83860,50.52057,1.582074
0,14242,50.622292,1.753018
0,83765,50.513151,1.642992
0,60991,50.408188,1.591865
0,68161,50.330678,2.770051
0,63167,50.406001,1.560301
0,63557,50.380771,2.038556
0,97420,50.619072,1.642977
0,14613,50.740896,2.208364
0,100460,50.477984,1.681276
0,94797,50.41679,1.614947
0,14693,50.770297,1.986005
0,57282,50.866621,1.951026
0,79319,50.76838,1.607167
0,15132,50.492232,1.617698
0,14548,50.651639,1.729245
0,60966,50.406001,1.560301
0,70366,50.865002,1.67182
0,94809,50.885777,1.662474
0,89685,50.544405,1.66288
0,69012,50.37807,2.617161
0,14450,50.743909,1.758937
0,12694,50.377636,2.035136
0,86862,50.431541,2.8226
0,92584,50.571436,1.577936
0,14884,50.865295,1.856926
0,70311,50.911579,1.751295
0,92576,50.608758,1.997214
0,60962,50.406001,1.560301
0,89133,50.825263,1.820919
0,57094,50.286756,2.778767
0,89122,50.56688,1.619872
0,87282,50.641843,1.606713
0,80791,50.404588,1.565409
0,81518,50.493396,1.611755
0,79440,50.427889,2.828991
0,60894,50.383584,1.613445
0,89646,50.732486,1.595298
0,95037,50.401442,1.650894
0,101957,50.574917,1.830807
0,70358,50.887923,1.82113
0,14454,50.70577,1.850383
0,62778,50.835136,2.064442
0,80607,50.769517,1.610207
0,100072,50.976977,2.037717
0,72817,50.876857,1.899199
0,64188,50.558912,2.479156
0,97778,50.481781,1.596011
0,79074,50.711236,1.577694
0,64191,50.627212,2.5692
0,94684,50.770415,2.300879
0,63971,50.87009,1.870088
0,68476,50.356526,2.761157
0,13377,50.498922,2.332826
0,77359,50.782073,1.609297
0,71739,50.798695,1.824109
0,90060,50.671154,1.883053
0,13844,50.625095,1.701258
0,96407,50.387396,2.205202
0,93232,50.713671,1.867322
0,79142,50.591342,1.786933
0,57161,50.287434,2.78104
0,74266,50.480126,1.604366
0,61013,50.409914,1.564448
0,98497,50.397834,2.738859
0,57144,50.531108,2.639604
0,93474,50.70735,1.618584
0,36998,50.986318,2.057019
0,83957,50.428097,2.827225
0,15471,50.493934,1.78052
0,92555,50.573145,1.5937
0,14472,50.705145,1.834726
0,83847,50.482182,1.60059
0,79567,50.458,2.792709
0,69014,50.292029,2.961262
0,96892,50.668045,1.605387
0,14808,50.738836,2.174088
0,76755,50.68941,1.625007
0,14544,50.828553,1.898253
0,92299,50.428032,2.827402
0,68201,50.511684,2.832792
0,96936,50.625409,1.607561
0,87225,50.718621,1.590321
0,14780,50.783756,2.084492
0,75703,50.416956,1.574662
0,14193,50.648763,1.789634
0,60964,50.406001,1.560301
0,14359,50.631725,1.614984
0,82385,50.733855,1.594962
0,56974,50.288997,2.773549
0,73681,50.766922,1.606709
0,13940,50.864172,1.672328
0,13832,50.618218,1.729548
0,57166,50.404839,1.595997
0,73657,50.768283,1.606987
0,85827,50.715123,1.61757
0,13943,50.83931,1.615768
0,60232,50.707904,2.2104
0,73450,50.718928,1.609405
0,60197,50.588951,2.064771
0,14811,50.565118,2.079157
0,76665,50.445456,2.055042
0,68450,50.490374,2.725034
0,68286,50.135635,2.530017
0,78724,50.474483,1.588009
0,68293,50.193679,2.931505
0,101916,50.879511,1.706125
0,15266,50.579598,1.998359
0,78715,50.482164,1.585377
0,57178,50.938135,1.859411
0,14606,50.806827,2.21672
0,90770,50.462853,1.76114
0,89684,50.727225,1.618821
0,62446,50.401167,1.690922
0,15269,50.570336,1.864044
0,15530,50.463555,1.760464
0,60221,50.718074,2.131606
0,85845,50.465578,1.760675
0,70339,50.763771,1.715434
0,89715,50.726847,1.609205
0,79427,50.439304,2.723777
0,78710,50.481548,1.589437
0,60946,50.408585,1.563034
0,56670,50.574407,1.581015
0,86080,50.572011,1.591857
0,73734,50.663991,1.693675
0,75558,50.888731,2.11797
0,61607,50.926577,1.797915
0,63254,50.505383,2.585033
0,79145,50.566089,2.04233
0,62455,50.397655,1.638176
0,89643,50.767066,1.607127
0,64136,50.463073,1.57303
0,72635,50.800082,1.665359
0,81409,50.52298,1.582115
0,78942,50.47758,1.586003
0,89795,50.730795,1.596856
0,13861,50.672371,1.793262
0,68006,50.886492,1.658275
0,75705,50.415287,1.578873
0,97482,50.766575,1.610785
0,15514,50.462191,1.706278
0,60789,50.414555,1.569126
0,60249,50.777405,2.20501
0,96627,50.546931,1.792935
0,99151,50.524635,1.587208
0,81421,50.528793,1.585579
0,15390,50.475198,1.716276
0,14329,50.632399,1.583444
0,83300,50.385915,2.150443
0,14712,50.66837,2.264372
0,92061,50.568379,1.615115
0,100013,50.389028,2.001837
0,78329,50.492158,2.576589
0,92671,50.777213,1.61552
0,68437,50.33042,2.769104
0,83805,50.480359,1.58065
0,64243,50.620871,2.341196
0,88761,50.572265,1.588971
0,68174,50.346901,2.652786
0,94696,50.243053,3.04464
0,57268,50.427853,1.570371
0,81326,50.5223,1.585693
0,57077,50.302471,2.734713
0,68274,50.584121,2.679332
0,75036,50.756464,1.686112
0,88771,50.56688,1.619872
0,76625,50.640223,1.747457
0,100512,50.407607,1.563073
0,73299,50.976977,2.037717
0,74970,50.396227,1.625632
0,77733,50.504046,2.478342
0,13964,50.862844,1.649078
0,83281,50.522504,1.586013
0,60915,50.353279,1.70616
0,82574,50.406718,1.578096
0,82674,50.4005,1.688014
0,15242,50.56609,1.919731
0,80799,50.406243,1.560947
0,54759,50.843019,1.600526
0,77908,50.620491,2.524733
0,80850,50.735281,1.594638
0,36976,50.937116,2.013464
0,60900,50.40101,1.645373
0,93706,50.575857,1.58238
0,85867,50.568913,1.609125
0,78639,50.487038,1.620022
0,79200,50.611267,1.830366
0,79521,50.4934,1.617781
0,45199,50.516524,1.642062
0,78949,50.715003,1.619161
0,68183,50.278721,2.790303
0,77011,50.76955,1.611756
0,56997,50.91772,1.713056
0,75361,50.780682,1.883385
0,60926,50.381626,1.61075
0,99933,50.52504,1.595031
0,60971,50.406204,1.571373
0,14281,50.629884,1.683592
0,55309,50.444416,1.617803
0,63145,50.600843,2.743435
0,89714,50.725676,1.604909
0,15492,50.466601,1.752266
0,75811,50.777094,1.618237
0,89705,50.728941,1.618827
0,94730,50.891556,1.69214
0,94006,50.706214,1.613511
0,55703,50.457348,1.609791
0,82950,50.663616,1.596247
0,77036,50.414316,2.774492
0,15318,50.819058,2.177935
0,81415,50.523883,1.58208
0,63146,50.532543,2.649956
0,72711,50.837379,1.599552
0,72797,50.572504,1.577685
0,13969,50.887932,1.668929
0,68156,50.288831,2.782547
0,75359,50.913327,1.725713
0,88791,50.556274,1.616163
0,73573,50.765745,1.606587
0,73475,50.702629,1.646966
0,84239,50.48481,2.118325
0,14719,50.657176,2.217282
0,68355,50.252094,2.479273
0,14820,50.74262,2.256267
0,70359,50.887923,1.82113
0,78995,50.809637,1.865592
0,92592,50.783023,1.691318
0,96625,50.49737,2.04685
0,70363,50.860701,1.651922
0,70353,50.695161,1.75849
0,94832,50.351168,1.649545
0,93730,50.210157,3.054976
0,87854,50.633741,1.57946
0,37005,50.881954,2.086441
0,94789,50.429595,1.634116
0,89612,50.516087,1.63879
0,87418,50.480318,1.580815
0,62346,50.401984,1.567617
0,14718,50.74322,1.975442
0,89110,50.838399,1.812621
0,64193,50.620491,2.524733
0,68402,50.356413,2.84405
0,84027,50.564809,1.699303
0,14196,50.746279,1.755196
0,75556,50.943007,2.127907
0,90068,50.516715,1.638746
0,14809,50.561318,2.290306
0,91093,50.595798,1.833921
0,88585,50.485965,1.743391
0,79576,50.412925,2.767637
0,14881,50.837891,1.975643
0,85616,50.527023,1.639742
0,14278,50.639031,1.737557
0,15497,50.499192,1.786841
0,63272,50.64951,1.936932
0,82936,50.738254,1.620735
0,81329,50.521582,1.581948
0,93775,50.322837,2.38214
0,15139,50.478604,1.581987
0,56479,50.573002,1.613462
0,81423,50.519869,1.594228
0,75257,50.883559,1.666207
0,57049,50.292964,2.780449
0,64265,50.544295,2.343681
0,80624,50.726207,1.600815
0,77390,50.784436,1.634646
0,92056,50.572057,1.602513
0,75226,50.854592,1.591661
0,56474,50.579711,1.581089
0,91169,50.330221,2.110921
0,89700,50.724571,1.601318
0,90474,50.429718,2.832197
0,60976,50.4045,1.565951
0,64178,50.611984,2.489106
0,89639,50.724181,1.609004
0,62442,50.410249,1.563801
0,14588,50.639692,2.322907
0,57278,50.715795,1.608335
0,14037,50.482828,2.14515
0,15130,50.476562,1.614588
0,15388,50.470873,1.736214
0,57061,50.948813,1.853573
0,68271,50.583944,2.741085
0,73481,50.693775,1.670317
0,91522,50.683678,1.954105
0,68184,50.399234,2.571831
0,15149,50.477711,1.616253
0,73743,50.70459,1.566981
0,12750,50.359858,2.069817
0,13911,50.809514,1.708073
0,60243,50.527381,2.280272
0,97761,50.481481,1.593394
0,13970,50.887699,1.666731
0,78547,50.413515,1.563016
0,79207,50.67346,1.637518
0,12626,50.385915,2.150443
0,89632,50.727331,1.611327
0,88762,50.575485,1.578671
0,78736,50.44059,2.78954
0,89707,50.436906,1.662539
0,83728,50.47737,1.585447
0,94213,50.671154,1.883053
0,14690,50.742946,2.311438
0,69017,50.218397,2.906791
0,68444,50.279689,2.774453
0,83766,50.494248,1.9698
0,73634,50.723676,1.609786
0,64192,50.622081,2.547367
0,14475,50.683321,1.931261
0,68473,50.292224,2.777152
0,90218,50.766371,1.606729
0,71830,50.741921,1.761324
0,100270,50.521276,1.590675
0,36978,50.996172,2.041168
0,94820,50.418144,1.648129
0,15418,50.457637,1.715875
0,15142,50.485243,1.662704
0,61002,50.404959,1.561879
0,94427,50.418463,1.638178
0,80581,50.673534,1.5729
0,78669,50.481393,1.590232
0,80787,50.404588,1.565409
0,80717,50.633712,1.588865
0,66087,50.292236,2.77945
0,80535,50.785403,1.614621
0,64323,50.570468,2.353209
0,15151,50.482315,1.577174
0,60158,50.66309,2.348596
0,13952,50.881892,1.710268
0,94863,50.883315,1.664635
0,15475,50.446231,1.735267
0,57110,50.947315,1.879238
0,89680,50.770721,1.612239
0,94368,50.638092,1.746681
0,88764,50.575485,1.578671
0,88829,50.394077,2.714499
0,13845,50.623116,1.700453
0,68187,50.290196,2.77198
0,55746,50.464143,1.587528
0,89074,50.781907,1.93343
0,57087,50.224106,3.109374
0,13862,50.862837,1.649722
0,90481,50.455968,2.048173
0,12572,50.314129,2.159516
0,36974,50.877358,2.031974
0,89631,50.727331,1.611327
0,78150,50.428574,2.834084
0,77023,50.721563,1.600575
0,89020,50.384471,1.597726
0,67920,50.885501,1.656224
0,57035,50.302793,2.927098
0,15260,50.638399,1.910438
0,60747,50.491853,1.874755
0,60908,50.401167,1.690922
0,92330,50.489997,1.695137
0,14789,50.583477,2.169818
0,66038,50.517916,1.633055
0,55066,50.515904,1.635226
0,64332,50.483112,1.593532
0,79394,50.409508,2.759191
0,80792,50.404588,1.565409
0,60223,50.579586,2.059025
0,60941,50.406394,1.563903
0,89017,50.401154,1.635816
0,76832,50.405982,1.561031
0,36970,50.888666,2.077847
0,68165,50.291352,2.769618
0,68471,50.295382,2.764181
0,82672,50.365302,1.818213
0,68484,50.392439,2.712243
0,60958,50.407772,1.562809
0,83959,50.450235,1.758968
0,68480,50.291285,2.774325
0,74551,50.761488,1.609017
0,66289,50.6466,1.842081
0,80423,50.254294,2.077034
0,76729,50.762527,1.607024
0,60171,50.564038,2.124457
0,94425,50.371269,1.66926
0,76759,50.718494,1.590441
0,89709,50.727995,1.61171
0,45248,50.883559,1.66905
0,81429,50.52423,1.602287
0,101760,50.470385,1.593518
0,13835,50.620434,1.734286
0,14974,50.860494,1.979556
0,73739,50.732389,1.704723
0,90624,50.671667,1.912884
0,97770,50.507694,1.626605
0,63251,50.561727,2.724179
0,96881,50.76847,1.607054
0,57063,50.931082,1.798729
0,89462,50.416273,1.574712
0,60823,50.512574,1.638368
0,80429,50.496415,2.335428
0,45201,50.512955,1.638841
0,76613,50.516311,1.811121
0,14797,50.746199,2.252426
0,80428,50.496415,2.335428
0,60835,50.445765,2.919385
0,60953,50.404588,1.565409
0,81315,50.430173,1.635563
0,87801,50.707683,1.571156
0,73784,50.62135,1.649747
0,69020,50.175007,2.713128
0,90697,50.479155,1.590863
0,14828,50.748459,2.251421
0,60170,50.742946,2.311438
0,55499,50.46419,1.579298
0,57212,50.549517,2.767652
0,57029,50.377777,1.616162
0,78719,50.480877,1.586892
0,91708,50.516715,1.638746
0,100102,50.47818,1.577749
0,13426,50.234056,2.105855
0,79217,50.468729,1.747772
0,96292,50.35533,1.731493
0,81318,50.520575,1.584635
0,60988,50.413472,1.564243
0,92574,50.499555,2.17867
0,76960,50.733104,1.769901
0,70332,50.829377,1.824959
0,80859,50.725454,1.614782
0,93625,50.408495,1.566082
0,89478,50.479104,1.682076
0,93683,50.630966,1.581371
0,13924,50.809069,1.612
0,14540,50.782812,1.971466
0,89620,50.721533,1.603281
0,85224,50.384823,1.600469
0,86026,50.575945,1.580293
0,80587,50.673534,1.5729
0,15221,50.618302,1.63821
0,83760,50.534309,1.702384
0,61615,50.937536,1.809945
0,12568,50.314129,2.159516
0,61012,50.409914,1.564448
0,89793,50.769322,1.609863
0,14678,50.752394,2.256679
0,87824,50.726463,1.601138
0,15508,50.470015,1.748
0,70290,50.892499,1.772119
0,79388,50.429896,2.913182
0,57195,50.879511,1.706125
0,68301,50.2365,2.398514
0,14826,50.751705,2.262272
0,14201,50.64597,1.842919
0,62452,50.400285,1.646353
0,57080,50.404132,1.581834
0,60774,50.285317,2.782171
0,96241,50.521916,1.584208
0,82755,50.415364,1.632256
0,78697,50.479324,1.589592
0,37006,50.852746,2.097794
0,57198,50.76895,1.611398
0,57036,50.41478,1.6222
0,87893,50.491571,1.613195
0,97757,50.480214,1.579531
0,89146,50.831862,1.92414
0,13942,50.854592,1.591661
0,87466,50.479082,1.587363
0,55068,50.51633,1.649266
0,94004,50.706214,1.613511
0,14202,50.601009,1.690603
0,89791,50.783348,1.60989
0,100421,50.480214,1.579531
0,79444,50.420657,2.78285
0,75779,50.765915,1.608794
0,72657,50.406706,1.560679
0,93756,50.571211,1.580636
0,64320,50.569056,2.514167
0,88794,50.574922,1.578082
0,93236,50.414093,1.727455
0,73432,50.409604,1.725002
0,13879,50.886814,1.660025
0,80030,50.474339,1.577415
0,14615,50.787653,2.005503
0,92090,50.731864,1.612912
0,94980,50.76835,1.613006
0,90912,50.622572,1.843418
0,81331,50.501466,1.600219
0,81511,50.51763,1.58962
0,55723,50.46472,1.57375
0,14880,50.860871,1.973616
0,89833,50.557598,1.805995
0,70593,50.413945,1.565354
0,85779,50.420354,1.630523
0,84227,50.52961,1.730097
0,79950,50.705145,1.834726
0,89905,50.88731,2.119079
0,75765,50.735508,1.653096
0,78676,50.475983,1.592233
0,88795,50.573025,1.613474
0,14358,50.636154,1.582106
0,88822,50.472166,2.586434
0,76579,50.72941,1.859582
0,80788,50.404588,1.565409
0,89723,50.770575,1.611031
0,78721,50.478438,1.578059
0,100064,50.962724,1.837989
0,73627,50.748093,1.620973
0,15205,50.545984,1.990335
0,56473,50.558226,1.617053
0,73680,50.771947,1.611137
0,60891,50.352072,1.72055
0,15398,50.460755,1.758826
0,93892,50.44059,2.78954
0,80794,50.406243,1.560947
0,69022,50.23903,2.432717
0,14673,50.762713,2.260547
0,60963,50.406001,1.560301
0,94689,50.768533,2.300953
0,14684,50.745577,2.163546
0,73463,50.706764,1.571494
0,79432,50.415015,2.777202
0,68384,50.285117,2.781441
0,57028,50.468941,2.497476
0,72124,50.410755,1.563112
0,14520,50.805232,1.823088
0,93752,50.516715,1.638746
0,79449,50.495388,2.885583
0,89716,50.726847,1.609205
0,70329,50.829377,1.824959
0,15237,50.542412,1.994522
0,75204,50.886293,1.663574
0,63154,50.517827,2.722558
0,64708,50.529846,1.631473
0,72689,50.883249,1.668117
0,90947,50.506703,1.601339
0,12955,50.320333,2.158831
0,93780,50.322837,2.38214
0,15147,50.482514,1.598253
0,81266,50.52579,1.583676
0,15496,50.47712,1.770491
0,73500,50.676608,1.637343
0,69008,50.384888,2.912288
0,14681,50.804605,2.048169
0,57038,50.946195,1.75611
0,60164,50.672621,2.369241
0,13810,50.671154,1.883053
0,89925,50.770211,1.613786
0,69850,50.43843,1.650094
0,14691,50.564038,2.124457
0,97550,50.508961,1.629298
0,45223,50.526373,1.677798
0,57059,50.961211,1.848833
0,79599,50.4662,2.878224
0,45261,50.882953,1.670377
0,14197,50.733104,1.769901
0,90749,50.729507,1.621948
0,97776,50.480613,1.582887
0,89672,50.635686,1.610635
0,79913,50.860494,1.979556
0,101701,50.510778,1.613461
0,90955,50.44121,2.049797
0,60787,50.404562,1.565436
0,76983,50.64597,1.842919
0,57157,50.931509,1.798918
0,91921,50.154402,3.102349
0,83483,50.725691,1.617695
0,57039,50.243053,3.04464
0,63555,50.428357,2.786549
0,73443,50.719783,1.604564
0,75763,50.770132,1.606877
0,59140,50.57253,1.588136
0,89939,50.525659,1.882019
0,60983,50.405083,1.560203
0,61004,50.405717,1.563276
0,72822,50.876857,1.899199
0,68807,50.427408,1.635483
0,57208,50.418715,1.633277
0,14551,50.831069,1.94683
0,72818,50.876857,1.899199
0,14832,50.808763,2.055854
0,75814,50.77105,1.610562
0,68441,50.311702,2.781035
0,68186,50.436574,2.555695
0,72618,50.414242,1.62122
0,80623,50.778739,1.609949
0,92064,50.449308,2.04863
