,dc:identifier,schema:geo.schema:latitude,schema:geo.schema:longitude
0,100058,50.291724,2.77584
0,64711,50.518281,1.639247
0,89480,50.486281,1.640785
0,14468,50.688641,1.783371
0,89126,50.852295,1.978759
0,83778,50.462487,1.760278
0,89120,50.859399,1.974459
0,73602,50.768094,1.607359
0,73456,50.722116,1.607653
0,98454,50.591714,1.61722
0,57153,50.963306,1.834263
0,100070,50.977291,2.043284
0,78941,50.479211,1.593527
0,92617,50.516715,1.638746
0,94783,50.521721,2.642565
0,14704,50.772239,2.359299
0,76976,50.698482,1.573723
0,76954,50.46263,1.590547
0,80627,50.72975,1.597382
0,82927,50.653747,1.642406
0,73662,50.754217,1.606542
0,97615,50.76352,1.625772
0,73427,50.475012,1.777447
0,64073,50.459196,1.759923
0,14474,50.725046,1.851122
0,96884,50.766619,1.609327
0,77047,50.453206,2.818226
0,14720,50.796769,2.174887
0,81515,50.51047,1.60082
0,80158,50.70577,1.850383
0,83806,50.480149,1.584532
0,57090,50.772951,1.611629
0,57217,50.266673,2.7994
0,99411,50.483379,1.623721
0,85111,50.51934,1.630673
0,90863,50.400996,1.636546
0,13848,50.687653,1.755449
0,78124,50.571872,2.41463
0,60167,50.742946,2.311438
0,72831,50.847194,1.768317
0,93259,50.687453,1.753031
0,56995,50.340024,3.039994
0,14790,50.667235,2.169265
0,89083,50.463226,1.579503
0,14604,50.798832,2.203561
0,14680,50.773949,2.198584
0,94013,50.761989,1.612808
0,60937,50.407575,1.566179
0,80805,50.406243,1.560947
0,78700,50.478626,1.598572
0,89625,50.635686,1.610635
0,79206,50.602935,1.762442
0,68380,50.289071,2.77075
0,73345,50.350888,1.722752
0,60952,50.404588,1.565409
0,72636,50.883784,1.657571
0,83761,50.531647,1.690948
0,75353,50.913327,1.725713
0,60210,50.849489,1.993425
0,57229,50.944276,1.747957
0,13948,50.864742,1.592543
0,97998,50.509547,1.624534
0,15362,50.793599,2.178859
0,60144,50.654851,2.395123
0,101696,50.710091,1.756119
0,13436,50.453205,2.222112
0,14918,50.807136,1.973952
0,14816,50.68517,2.210104
0,89729,50.761186,1.607332
0,14455,50.650382,1.703119
0,74723,50.515264,1.641196
0,64162,50.587533,2.496797
0,91924,50.462186,1.760554
0,70365,50.887923,1.82113
0,90199,50.671154,1.883053
0,76757,50.707661,1.688409
0,14700,50.763827,2.396279
0,57089,50.401394,1.650255
0,81325,50.526035,1.585006
0,14696,50.797398,2.017944
0,14594,50.862607,2.10527
0,97767,50.505913,1.626731
0,73466,50.725699,1.615599
0,14438,50.725413,1.778518
0,57136,50.768337,1.607145
0,64560,50.471088,1.754547
0,84222,50.543694,1.728874
0,14675,50.753999,2.262
0,14553,50.865758,1.912648
0,81332,50.523433,1.582647
0,60800,50.583072,2.782338
0,57093,50.287808,2.781849
0,14583,50.705501,2.261312
0,82586,50.350262,1.697923
0,57040,50.402806,1.655051
0,80793,50.404588,1.565409
0,75354,50.913327,1.725713
0,83205,50.433374,2.378625
0,88763,50.572265,1.588971
0,77179,50.588696,1.610029
0,76698,50.597079,1.840178
0,83956,50.428097,2.827225
0,100066,50.956889,1.849039
0,73761,50.635918,1.577217
0,73785,50.62135,1.649747
0,68191,50.278576,2.725375
0,59135,50.568379,1.615115
0,77292,50.651933,1.701986
0,64250,50.546873,2.455533
0,15542,50.955617,2.116547
0,78675,50.480126,1.583531
0,79416,50.380842,2.708717
0,62201,50.402571,1.566188
0,57240,50.753821,1.606928
0,60791,50.408277,1.565255
0,61612,50.931905,1.799095
0,14617,50.683185,2.297865
0,79445,50.396679,2.739427
0,82384,50.733855,1.594962
0,83864,50.483742,1.648584
0,15325,50.749507,2.264465
0,60806,50.406231,1.561687
0,79386,50.392172,2.786207
0,14829,50.748731,2.25388
0,74920,50.513008,1.638343
0,60960,50.406001,1.560301
0,14590,50.63768,2.300577
0,70361,50.887923,1.82113
0,93278,50.687453,1.753031
0,93707,50.727092,1.617568
0,80808,50.406243,1.560947
0,99155,50.479493,1.579776
0,14710,50.602748,2.178037
0,83927,50.464964,1.575393
0,60168,50.742946,2.311438
0,12500,50.396747,1.973421
0,55714,50.461195,1.585229
0,77677,50.413879,1.589931
0,68442,50.285207,2.781931
0,56492,50.575611,1.612848
0,82858,50.668248,1.67861
0,73757,50.633506,1.577609
0,15322,50.588951,2.064771
0,78646,50.479298,1.621973
0,73687,50.767342,1.612126
0,60808,50.405435,1.561029
0,79465,50.391217,2.719225
0,82734,50.290267,2.02597
0,79138,50.410783,1.567068
0,78683,50.482563,1.589568
0,94251,50.633889,1.814002
0,76765,50.671401,1.652505
0,89719,50.764594,1.611887
0,61007,50.423206,1.599641
0,89280,50.976465,2.034434
0,73706,50.765318,1.612436
0,92181,50.959349,1.99016
0,68166,50.282235,2.728502
0,79380,50.766182,1.606878
0,60220,50.796769,2.174887
0,75118,50.735127,1.703726
0,83808,50.48157,1.591611
0,80825,50.442991,2.819256
0,78704,50.479155,1.590863
0,94791,50.376123,1.65477
0,60229,50.636045,2.260045
0,94751,50.708355,1.578151
0,139cf096-b755-f270-97e8-501b9f641846,49.172936,2.4386514999999918
0,c6fe811e-d727-11ea-8c38-0050569afc27,49.19232177734375,2.4471092224121094
0,81645174-5941-09d9-ebd9-50d1eab4b491,49.1940597,2.480567199999996
0,c6eeed96-cad5-f59d-227f-50f4208fd5d4,49.2104,2.499559999999974
0,OP012PIC0800000J,49.7416923,2.15514469
0,HOTNPDC000100082,50.2816126,3.9562502
0,HOTPIC080FS00001,50.101529,1.85613
0,HLOPIC002V50W6CA,49.875242,3.151454
0,HLOPIC0800200716,49.8927,2.83966
0,HLOPIC002V510J99,49.44722,3.31466
0,HLOPIC0020010046,49.4815388,3.411121
0,HLOPIC000V509P17,49.484978,3.007656
0,HLOPIC0600000141,49.35103,3.03671
0,VILPIC000V50540M,50.6355037,3.0600106
0,HLOPIC000V507B1H,49.435811,2.086721
0,AIRCCPIC002V50XQX4,49.3807495,3.72896013
0,HLOPIC000V5078RP,49.146772,2.96607498
0,HLOPIC000V506ELX,49.446557,2.285319
0,HLOPIC000V509YK9,50.0812897,1.5364203
0,OP012PIC0800000L,49.937294,2.2114498
0,HLOPIC000V50082S,50.0783701,1.6370119
0,HLOPIC000V50912T,50.1742691,1.643966
0,HOTNPC000FS00010,50.4976283,3.4491254
0,HOTHDF000V507IZG,50.177214,3.218522
0,HLOPIC002V50TYP1,49.771995,3.414952
0,HOTNPDC0001000BF,50.6791079,3.1098157
0,HOTPIC060FS0002N,49.4839921,2.867759
0,HLOPIC0800200616,50.2048,1.8249
0,HLOPIC060V503AE7,49.3044655,1.9016013
0,HPAPIC0800010535,49.941815,2.715401
0,HLOPIC060V500UTT,49.2029928,2.58620999
0,HLOPIC0800200405,49.8182,2.26179
0,HPANPDC0001000H2,50.9164881,2.2428644
0,HOTNPDC00010001F,50.3975025,3.0461322
0,HOTPIC060V50HXM1,49.268628,1.89694626
0,HOTPIC002FS000FA,49.375201,3.32152367
0,HLOPIC060V508R7R,49.2689221,2.1683083
0,HLOPIC0800201104,50.105284,2.382686
0,HLOPIC0800009401,49.886181,2.807044
0,HLOPIC000V506798,49.48278,2.576514
0,HLOPIC0600006043,49.659072,1.937454
0,HLOPIC080V5098N9,50.214728,1.626152
0,HLOPIC000V50A253,50.0891,1.47555
0,HOTNPDC0001008KA,50.6373048,3.0686272
0,HLOPIC0020010383,49.488098,3.848804
0,HLOPIC000V5093NH,49.608508,2.074612
0,HLOPIC060V504YIG,49.44317,2.84613
0,HLOPIC060FS00058,49.390963,1.9946909
0,HOTNPC000FS0002W,50.6133026,3.1334071
0,HLOPIC000V509TP5,50.1085359,1.45400396
0,HOTNPDC0001006LI,50.383442,3.056705
0,HLOPIC060V50CBL2,49.40824,2.81224
0,HLOPIC060V503QMR,49.4139185,3.00786052
0,HOTPIC060FS000DJ,49.1947353,2.4795668
0,HLOPIC002V5005SP,49.332405,3.33404
0,HLOPIC002V50YOTV,49.88236,4.22072
0,HLOPIC000V509ESE,50.18425,1.62316
0,HLOPIC002V510GKJ,49.61009,3.473561
0,HOTNPDC000100049,50.1144882,3.9315459
0,HOTPIC060FS0002M,49.4377404,2.1126283
0,HLOPIC000V509RX0,50.355552,1.603083
0,HLOPIC0800201228,50.000431,2.649754
0,HLOPIC0600006023,49.592325,2.16151
0,HLOPIC060V5005D9,49.62438,3.01342999
0,HLOPIC0020000169,49.5904,3.25952
0,HLOPIC080V50RMFX,49.734445,1.959006
0,HLOPIC000V508BEK,50.339034,1.55401499
0,HPAPIC080FS00073,50.252895,1.712115
0,HLOPIC000V50548J,50.183069,1.49289
0,HLOPIC0020010429,49.855,4.07027778
0,HLOPIC000V509FI4,49.519703,3.0667
0,HLOPIC060V50CYN6,49.17359,2.7286
0,HOTPIC0020010268,49.6147361,3.8823578
0,HLOPIC002V50WU16,49.921779,4.005725
0,HOTHDF000V5077VM,50.62814,3.06385
0,HOTPIC002FS000G6,49.3659762,3.31217518
0,HPANPDC0001000C0,50.316464,3.8391261
0,VILPIC000V503XWT,50.6918552,3.1737169
0,HLOPIC060V507AA8,49.174684,2.729077
0,HLOPIC0800182139,50.176596,1.487316
0,HLOPIC0800200914,50.1891666,1.80166667
0,HPANPDC0001006N5,50.6776392,2.931723
0,HOTPIC060V5076J1,49.1341839,2.5712301
0,HLOPIC0800200406,50.235883,2.019807
0,HLOPIC000V5079NW,50.1174,1.5476
0,HLOPIC0600006062,49.623724,3.013207
0,HLOPIC0600006060,49.3533936,2.98392639
0,HLOPIC000V509V97,49.54614,2.6534009
0,HPANPDC0001000F3,50.3238794,3.7443251
0,HPANPDC0001000KJ,50.2763718,3.2905962
0,HLOPIC000V509LAY,50.18134,1.50395
0,HLOPIC0800200318,50.121376,1.724099
0,HLOPIC000V503VNW,49.3814408,2.23658049
0,HLOPIC000V505CED,50.0394603,1.5935068
0,HLOPIC000V5051C6,49.3817357,2.71323259
0,AIRCCPIC0800000N,50.3227973,1.55469559
0,HOTNPDC0001006KT,50.3327689,3.4497803
0,HOTPIC060FS0000A,49.430772,2.082504
0,HLOPIC002V504RDQ,49.172586,2.733578
0,HLOPIC000V504EFX,49.311,2.7643
0,HPANPDC0001000KE,51.0742921,2.5454341
0,HPANPDC0001000CY,50.4117559,3.336837
0,HLOPIC0800649069,50.323374,1.548895
0,HLOPIC002FS0002T,49.2057,3.5154
0,HLOPIC0800200412,50.0986585,1.639327
0,HLOPIC000V503E13,49.6352059,1.9493496
0,HOTPIC0800010001,50.107531,1.835533
0,HLOPIC002V50A2RR,49.866089,3.097806
0,HOTNPDC0001000AS,50.6247432,2.9619243
0,HLOPIC000V504VN0,49.637776,3.410566
0,HLOPIC0800333050,50.338206,1.553611
0,HLOPIC060V50CBMQ,49.1044,2.58733
0,HLOPIC060V505JXY,49.3164045,2.59999462
0,HLOPIC080V50993W,49.7903772,1.99098173
0,HCOLLPIC000V509SV4,49.223911,2.032094
0,HLOPIC0800713018,50.2734424,1.5875244
0,HLOPIC002FS0009U,49.43167,3.7665913
0,HPAPIC000V503VLZ,50.9772226,2.50447145
0,HOTPIC1600000356,49.2834418,2.48759865
0,HLOPIC000V509TOA,50.105807,1.45090903
0,HLOPIC002V50Y2N5,49.613118,3.470224
0,HLOPIC002V50NX2I,49.0151567,3.187252
0,HLOPIC080V50993X,50.103901,1.4483546
0,HPAPIC0800010595,49.9484032,2.84168243
0,HLOPIC000V5097K2,49.901675,3.856667
0,AIRCCPIC080V517Z9T,50.02608,2.10773
0,HOTNPDC0001006ME,50.638597,3.1487645
0,HLOPIC000V504HVN,50.1307495,1.6110817
0,HLOPIC002V50MGUL,49.5621388,3.6119544
0,HLOPIC000V506LYU,49.2962392,2.8036981
0,HLOPIC000V504AIS,49.6091862,2.0752589
0,HLOPIC000V506EVA,49.2562063,2.6788167
0,AIRCCPIC002V50XGGA,49.0044458,3.55586353
0,HLOPIC0800094011,50.0648,1.88411
0,HOTPIC080FS00024,50.21669,1.621772
0,HLOPIC002V50UVKX,49.8451904,3.29877359
0,HLOPIC060V50CBKU,49.1575475,2.22184073
0,HLOPIC000V503XR5,49.4041572,2.009191
0,HLOPIC060V50C8LQ,49.286092,1.81999816
0,HOTNPDCBD03,50.6421658,3.0887993
0,HLOPIC0020010364,49.5388158,3.55356874
0,HLOPIC0020000122,49.7255555,3.78336111
0,HLOPIC000V503OV6,49.9124331,1.7386415
0,HLOPIC0800200916,50.0813772,1.5088798
0,HOTNPDCBD15,51.0224309,2.3370992
0,HLOPIC000V509F43,49.5879715,3.8172126
0,HLOPIC0800713008,50.2734424,1.5875244
0,HLOPIC002V50V8EV,49.029142,3.6355028
0,HLOPIC002V50EHC2,49.2008705,3.514451
0,HLOPIC0800533073,50.0774305,1.53713333
0,HOTPIC080FS0003K,49.7052214,2.774715
0,HLOPIC060V50GG59,49.3558,2.54103
0,HLOPIC0800200903,50.0566428,1.75639629
0,HLOPIC0600000142,49.3008045,2.65050197
0,OP012PIC080V50UNCK,49.8669024,2.3651106
0,HLOPIC002V50ECDJ,49.308379,3.213598
0,HOTPIC0800010015,49.644918,2.565259
0,VILHDF000V507DTO,51.0088536,2.4539648
0,HOTNPDC00010007X,50.6446824,3.0975294
0,HLOPIC002V50Y2NC,49.508539,3.225912
0,HCOLLPIC002V50CFWV,49.284507,2.989609
0,HPAPIC080FS00030,49.927935,2.756816
0,HLOPIC000V507CKB,49.2546662,2.59049098
0,HOTPIC0020010117,49.2636432,3.0981675
0,HLOPIC080V501KN8,50.1844888,1.79916667
0,HLOPIC060V500JGR,49.15312,2.45917
0,HLOPIC060V50C1NJ,49.40951,2.82966
0,HLOPIC002V506BO6,50.077368,1.856752
0,HLOPIC080V507W66,50.0885416,1.42675278
0,HLOPIC060V50HE2F,49.54944,2.81576
0,HOTNPC000FS00032,50.6455487,3.0720132
0,HPAPIC0800010585,50.3292503,1.5911653
0,HOTPIC080FS0003D,50.1850614,1.6375816
0,HLOPIC000V509X77,50.21711,1.62717
0,HLOPIC060V505EDQ,49.41813,2.79985
0,HLOPIC000V507BLB,49.203226,2.5823087
0,HLOPIC0800713013,50.2734424,1.5875244
0,HOTNPC000FS0002S,51.0063329,2.3113726
0,HLOPIC0800200712,50.3137,1.69448
0,HLOPIC060V50C1VR,49.36922,2.74561
0,HOTPIC0800010047,50.267778,1.62561
0,HLOPIC000V507KBB,49.3737323,2.76419275
0,HLOPIC060V5030K5,49.2135036,2.3196797
0,HLOPIC000V503E31,50.3003426,1.9229936
0,HLOPIC060V50DL5O,49.44227,3.12739
0,HLOPIC0600000218,49.41696,1.93256
0,HLOPIC000V509Z7P,49.78015,2.37098
0,HLOPIC080V507TKC,50.090741,1.494963
0,HLOPIC060V503SRH,49.16808,2.92885
0,HLOPIC000V505CX9,50.1878706,1.6305874
0,HLOPIC000V505UPI,49.389969,2.7276453
0,HLOPIC002V507OPN,49.9760972,3.105015
0,HLOPIC0020003010,48.9988369,3.436756
0,HLOPIC000V507CKE,50.151298,1.717815
0,HLOPIC002V50B8JD,49.4118639,1.75247809
0,HLOPIC060V505H8X,49.1728446,2.7324031
0,HLOPIC000V50912U,50.28114,1.58823
0,HLOPIC000V508IPC,49.860173,1.956943
0,HOTPIC002FS000G0,49.8429991,3.2948737
0,HLOPIC000V509ESC,50.18425,1.62316
0,HLOPIC002V50ZI9T,49.31192,3.18607
0,HLOPIC000V507ASC,50.0819507,1.5475957
0,HLOPIC000V50914T,50.12433,1.54246
0,HOTPIC080V50BC2M,50.1844613,1.49423386
0,HOTNPDC00010MAGZ,51.0038197,2.1052679
0,HOTHDF000V507IZL,50.1532596,3.21998655
0,HLOPIC0600006031,49.5,1.83
0,HLOPIC0600600015,49.50888,2.42861
0,HOTPIC0020010204,49.832936,3.9041074
0,HPAPIC080FS00018,50.220979,1.631376
0,HLOPIC060V5005D8,49.3107,2.72633999
0,HLOPIC000V500ATY,50.1877,1.624367
0,HLOPIC060V500EHY,49.353333,3.034234
0,HLOPIC060V504GQB,49.157434,2.953427
0,HOTPIC0800010022,50.177135,1.493773
0,HOTNPDC0001008H8,50.5812222,3.0935272
0,AIRCCPIC080V50E1FK,50.2284106,1.61230092
0,HLOPIC000V508NLZ,49.104327,2.587237
0,HOTNPDC00010004L,50.9694554,2.4307419
0,AIRCCPIC060V5099CT,49.651443,1.731589
0,HLOPIC0600001014,49.33512,1.82009
0,HLOPIC0600001017,49.20528,1.831667
0,HOTNPDC00010001D,50.3154829,3.4399096
0,HLOPIC000V504YFG,50.3205583,1.560599
0,HPAPIC0800010548,50.3332892,1.5798961
0,HOTNPDC0001008PL,50.3692291,3.4619412
0,HLOPIC060V5076J5,49.224746,2.63587266
0,HLOPIC002V50H5S9,49.7769571,3.4980696
0,HLOPIC0600006094,49.5521142,2.7116587
0,HLOPIC0800200618,49.9409189,2.36150264
0,HPAPIC0800010570,50.197,1.515508
0,HLOPIC0800140270,50.334516,1.5490128
0,HLOPIC060V500PBX,49.127692,2.697813
0,HLOPIC000V505243,49.8961553,2.3063681
0,HLOPIC060V5094BN,49.348027,2.97894
0,HLOPIC060V507S1G,49.28619,1.820084
0,HLOPIC0800333176,50.351005,1.574375
0,HLOPIC000V50537J,50.2566887,1.6620691
0,HPAPIC1600000065,49.2114087,2.4279251
0,HLOPIC000V509TWO,49.389982,2.731845
0,HLOPIC060V507N6G,49.3164045,2.59999462
0,HLOPIC000V500CZF,49.685675,2.53904167
0,HLOPIC002V50WZ9O,49.9329325,3.5214486
0,HOTPIC0800010045,49.775591,1.980477
0,VILHDF000V507DTY,51.03659,2.38176
0,HLOPIC060V504VTY,49.4289135,1.85463079
0,HLOPIC0600000016,49.1877373,2.4289335
0,HOTPIC1600000286,49.4269559,2.08866834
0,AIRCCPIC080V50KXCP,49.7462208,2.35378176
0,HLOPIC060V50ESMP,49.212354,2.01966001
0,HLOPIC002V50ZITC,49.29879,3.53675
0,HLOPIC002V50SRCX,48.857773,3.453445
0,HLOPIC080V50DQ59,50.175583,1.643028
0,HLOPIC0800228023,50.216852,1.629847
0,HLOPIC002V50VCGR,50.034455,3.704323
0,HLOPIC000V5097TN,50.2537,1.88452
0,HLOPIC002V50ECDK,49.308379,3.213598
0,HPANPDC0001000KC,50.9838254,2.571644
0,HLOPIC0800201309,50.1028,1.67355
0,HPAPIC0800010599,50.152418,1.635489
0,HLOPIC060V50CCM4,49.39231,2.94002
0,HLOPIC0600000170,49.3486736,2.0654762
0,VILPIC000V503WBE,50.6371434,3.072364
0,HPANPDC0001000L7,50.7003232,3.0756684
0,HLOPIC002V50ZQVH,49.05779,3.27546
0,HOTPIC0800010085,50.133949,1.94672
0,HLOPIC060V50HK0V,49.20289,2.36805
0,HLOPIC002FS0003H,49.9466964,3.83845174
0,HLOPIC000V509ZY2,50.061719,1.881183
0,HLOPIC0800228042,50.260932,1.625434
0,HLOPIC000V503H2J,49.76612,3.37545
0,HLOPIC0600006032,49.56803,1.76881
0,AIRCCPIC080V50DFDE,50.1725437,1.5524476
0,HLOPIC000V507AUH,49.427487,2.039749
0,HLOPIC0020010022,49.058486,3.228122
0,HLOPIC060V50AQZT,49.286428,2.161488
0,HLOPIC080V50DPVP,50.1064513,1.49412959
0,HLOPIC060V50CBLL,49.42265,2.83771
0,HOTPIC0020010012,49.5652919,3.62018823
0,HLOPIC002NO20037,49.8506083,3.8967359
0,OP012PIC0800000E,50.028749,2.649805
0,HLOPIC002FS0005R,49.058056,3.556791
0,HLOPIC0800721059,50.188366,1.622863
0,HPAHDF000V507J1B,50.2502614,3.28146926
0,HOTNPDC000100079,50.63693,3.0679731
0,HPAPIC0800010596,50.3360774,1.7125607
0,HLOPIC002FS0003U,49.7390531,4.16020758
0,HLOPIC060V50EF3Q,49.50391,2.8429
0,HLOPIC000V505MS4,49.851861,3.316331
0,HPANPDC0001000CP,50.6418202,2.4814827
0,HLOPIC060V504XQS,49.529459,2.142759
0,HLOPIC002V508JU8,49.899976,3.824059
0,HPAPIC002FS00014,49.3934615,3.5608206
0,HPAPIC0800010559,50.077319,1.413768
0,HPAPIC0800010520,49.9945719,1.5424511
0,HLOPIC002V50IICX,49.3892129,3.65327019
0,HLOPIC0800096014,50.023637,2.729586
0,HLOPIC002V50YJ2R,49.164319,3.550906
0,HOTNPDC000100091,50.3598672,3.5212511
0,HOTNPC000FS0002V,50.6129177,3.1328201
0,HOTNPDC00010005L,50.7536346,3.1381271
0,HLOPIC060FS0001K,49.205164,2.583212
0,HLOPIC080FS000C5,50.060362,3.199396
0,HLOPIC000V508K0U,50.157522,1.616476
0,HOTNPDC000100074,50.1092728,4.075988
0,HOTNPDC0001007RK,50.3504554,3.5259256
0,HLOPIC000V505OL3,50.078033,2.700468
0,HLOPIC002FS000AK,49.074831,3.491667
0,AIRCCPIC002V50XXHT,49.392648,3.1514473
0,AIRCCPIC060V50AVHA,49.3563337,2.24465877
0,HPANPDC0001007PZ,51.0032294,2.4081546
0,HLOPIC000V505QOB,49.4195768,2.65671245
0,HLOPIC0800201405,49.8217895,2.9561772
0,HLOPIC080V509V3W,50.101929,1.4459156
0,HLOPIC000V504VK7,49.637776,3.410566
0,HOTNPDC0001000AQ,50.5839931,3.0887945
0,VILPIC000V503WHV,50.3643057,3.52789429
0,HOTPIC000V503AV3,50.3704888,3.08254149
0,HLOPIC060V505FN3,49.2725395,2.53103889
0,HLOPIC060V50BFKM,49.195684,2.846373
0,HLOPIC080V50CHES,50.1863932,1.63811565
0,HLOPIC0800228097,50.2237759,1.6172231
0,HPANPDC000105KMC,50.8473055,2.5713018
0,HLOPIC0800200010,50.105717,1.491691
0,HLOPIC002V50XG2B,49.4783176,3.35744292
0,HLOPIC002V50UVNB,49.8451904,3.29877359
0,HLOPIC0800228073,50.2519843,1.6205264
0,HLOPIC0800070001,50.0858814,1.711504
0,HLOPIC080V50EKTD,50.1791431,1.627577
0,HOTNPC000FS0001V,50.3127501,3.9773332
0,HLOPIC080V517NMR,50.23824,2.01155
0,HPAPIC080FS00051,49.913694,2.67247
0,HPANPDC0001000G0,51.0145469,2.4616598
0,HLOPIC000V509XGK,50.31991,1.5497
0,HLOPIC080V50DHBL,50.0627564,1.6750873
0,HLOPIC002V50Y5ET,49.4908067,3.68141975
0,HLOPIC0800099001,49.9056,2.80717
0,HOTNPC000FS00027,50.9943132,2.2172933
0,AIRCCPIC08000002,49.7439054,2.15622696
0,HLOPIC060V5070UK,49.579184,2.995854
0,HLOPIC000V5034ME,49.44529,1.75483
0,HLOPIC002V50WTW5,49.909915,3.829388
0,HLOPIC0600001030,49.3742354,2.1693586
0,HOTHDF000V507FGJ,50.6890179,3.0641927
0,HOTPIC060V504VTH,49.1939281,2.46578543
0,HPANPDC0001000D8,50.142227,3.7645164
0,HOTPIC1600000306,49.19034,2.46289
0,HLOPIC0600006057,49.5707443,1.76624426
0,HLOPIC000V504BSX,49.0881,2.7062
0,HLOPIC000V50A2CO,49.68961,3.905355
0,HOTPIC0800010040,50.3488378,1.73734199
0,HLOPIC0800200624,50.1787556,1.917182
0,HLOPIC0800200625,50.0053118,1.73043251
0,HLOPIC080V517PLA,50.2388682,1.625176
0,HLOPIC000V5068YU,50.074183,1.868977
0,HLOPIC060V50GI1P,49.2897949,1.96389278
0,VILPIC080FS00008,50.1821815,1.49185538
0,HLOPIC060V509IHN,49.263261,3.00166
0,HLOPIC0800333157,50.34356,1.565378
0,HLOPIC0600000100,49.1428068,2.4666421
0,HOTPIC0020010629,49.0347986,3.37981042
0,HLOPIC080FS00004,50.1202,2.49076
0,HLOPIC002FS00096,49.6666261,3.9361536
0,HLOPIC000V5033YS,49.445829,1.75483
0,AIRCCPIC08000001,50.1540337,2.3423347
0,HLOPIC000V507L2U,49.325399,2.942351
0,HLOPIC000V509VRM,50.08464,2.64265
0,HLOPIC000V5008XB,49.566667,2.883333
0,HOTNPDC00010003X,50.6855948,2.8831001
0,HLOPIC060V508KIG,49.300491,2.921744
0,HLOPIC0600006021,49.377905,1.92566999
0,HLOPIC000V50A1TY,50.11134,1.56786
0,HLOPIC000V508IP9,49.6997878,2.7914035
0,HOTPIC1600000309,49.40996,2.77648
0,HOTNPC000FS0002H,50.6371029,3.0696865
0,HLOPIC0800200421,50.0439,1.76861
0,HLOPIC000V508WZW,49.8696128,2.8825557
0,HOTPIC0800010020,49.891422,2.291616
0,HLOPIC060V5025S0,49.1040149,2.5888363
0,HLOPIC060FS0004J,49.395182,2.0179848
0,HLOPIC0800094013,49.962958,1.8982078
0,HLOPIC060V50C9UI,49.17968,2.45659
0,HLOPIC000V50914U,50.13629,2.15635
0,HLOPIC002V50UHRQ,49.8451558,3.2987575
0,HLOPIC000V509XEJ,49.558073,3.497366
0,HLOPIC000V504TCM,49.8961553,2.3063681
0,HPAPIC080FS00012,50.1661313,1.6550207
0,HLOPIC002V50ZYRK,49.56733,3.62393
0,HPAPIC060FS0000O,49.268337,2.3581325
0,HLOPIC000V508M2O,50.340892,1.8289269
0,HLOPIC0800713003,50.2734424,1.5875244
0,HLOPIC000V505BRC,50.000304,3.077799
0,HLOPIC0800200804,50.273,1.66559
0,HOTPIC0800010024,50.0036184,2.64728512
0,HLOPIC0600000183,49.61001,2.52953
0,HPAPIC0800010577,49.971619,2.301138
0,HOTPIC1600000283,49.4521477,2.09747672
0,HLOPIC000V5097C4,50.16393,1.58767
0,HLOPIC080V50CUGV,50.2254669,1.6133838
0,HPAPIC0020010198,49.8948547,3.6334919
0,HLOPIC0020010375,49.5195,3.32408
0,HLOPIC0800618002,50.1630814,1.581091
0,HLOPIC000V503XRB,49.8696128,2.8825557
0,HLOPIC0800200214,50.1137,1.70123
0,HLOPIC002V510079,49.92669,3.30811
0,HLOPIC060FS00040,49.5909396,2.1538903
0,HLOPIC060V500F63,49.3952733,2.02014099
0,HLOPIC002V50M8T6,49.300407,3.13234
0,HLOPIC002V50ZS7W,49.9177,4.07274
0,HLOPIC000V506YRW,50.110943,1.688753
0,HOTPIC080FS00004,50.3415691,1.83529972
0,HLOPIC000V504SF4,49.56803,1.76881
0,HLOPIC0800020519,50.2388682,1.625176
0,HPAPIC0800010552,49.90711,2.6526
0,HOTPIC0800010073,49.891831,2.306045
0,HLOPIC0020000125,49.5879715,3.8172126
0,HLOPIC000V509YGW,49.506696,1.965455
0,HLOPIC080V50993R,49.8559146,1.81626319
0,HLOPIC080V50CN1Z,50.187862,1.502297
0,HLOPIC000V5086ZY,49.57917,2.998379
0,HLOPIC002V510S6E,49.4760814,3.13404081
0,HLOPIC0800182148,50.188476,1.49176
0,HLOPIC000V507ASB,50.1800511,1.4907631
0,HLOPIC000V506NTM,50.006455,3.018511
0,HOTNPDC000100090,50.4741055,3.2219209
0,HPANPDC0001000L1,50.407096,3.2383533
0,HLOPIC060V501JUP,49.4449,3.12386
0,HLOPIC060V5005DC,49.22677,1.8836
0,HLOPIC0800200920,50.1787556,1.917182
0,HLOPIC0800201223,50.2466227,1.8849992
0,HLOPIC000V508L6Z,49.471361,3.592567
0,HLOPIC000V509VRO,50.153086,1.545201
0,HLOPIC002V50ZKWA,49.6458786,3.8248321
0,HLOPIC0800201225,49.7096882,2.3998346
0,HLOPIC000V509GTW,50.15216,1.63097
0,HLOPIC0800228068,50.2181,1.63167
0,HLOPIC080V50ADBQ,50.319493,1.58251801
0,HLOPIC000V500CDD,50.1060638,1.885475
0,AIRCCPIC060V507F9Z,49.5456385,1.85548359
0,HPAPIC080FS00026,49.957966,2.596277
0,HOTPIC0800010030,50.186971,1.635503
0,HLOPIC0800713009,50.2734424,1.5875244
0,HLOPIC0800201406,50.1853829,1.70906066
0,HOTHDF000V507IZF,50.173971,3.19399595
0,HOTPIC0020010207,49.85491,3.26059
0,HLOPIC002V50XH4A,49.907439,3.949923
0,HLOPIC000V504BSY,49.3897,2.72964
